1	PASS	0	250000	88	17	22	13196	12947	51376	0	25	124311
2	PASS	0	250000	75	19	22	13194	13175	51552	0	21	129398
3	PASS	0	250000	77	22	18	13191	13076	51300	0	21	121625
4	PASS	0	250000	129	20	26	13298	13201	50886	0	21	107198
5	PASS	0	250000	97	22	24	13404	13186	50725	0	22	125429
6	PASS	0	250000	43	21	20	13132	13067	51484	0	20	145564
7	PASS	0	250000	84	21	19	13119	12999	50227	0	21	140464
8	PASS	0	250000	55	18	21	13104	12966	51343	0	21	135266
9	PASS	0	250000	73	23	18	13187	13152	50937	0	21	131743
10	PASS	0	250000	56	18	19	13048	13048	51000	0	21	103041
11	PASS	0	250000	62	20	19	13088	12958	51303	0	27	127700
12	PASS	0	250000	82	23	18	13105	13001	51230	0	26	112842
13	PASS	0	250000	83	19	20	13115	13078	51301	0	22	130337
14	PASS	0	250000	108	23	21	13093	13094	51144	0	21	132136
15	PASS	0	250000	75	17	21	13274	13089	50981	0	20	104360
16	PASS	0	250000	53	20	19	13136	13105	51161	0	21	138048
17	PASS	0	250000	145	21	23	12963	13036	50853	0	26	106547
18	PASS	0	250000	51	18	15	13201	13093	51113	0	20	140563
19	PASS	0	250000	71	20	19	13108	12907	51436	0	21	141112
20	PASS	0	250000	77	21	19	13139	13088	51307	0	25	109309
21	PASS	0	250000	84	17	24	13039	12880	51563	0	24	129170
22	PASS	0	250000	51	20	19	13150	13046	51131	0	25	124347
23	PASS	0	250000	61	17	21	13097	13124	51034	0	21	127915
24	PASS	0	250000	66	19	18	13219	13185	50963	0	25	133822
25	PASS	0	250000	67	19	21	13356	13074	50874	0	24	143761
26	PASS	0	250000	75	20	24	13324	13212	51901	0	20	126783
27	PASS	0	250000	84	21	20	13169	12922	50958	0	27	114235
28	PASS	0	250000	93	18	21	13087	13181	51201	0	21	107617
29	PASS	0	250000	67	18	23	13407	12950	51336	0	23	116287
30	PASS	0	250000	86	19	21	13187	13027	51377	0	22	111549
31	PASS	0	250000	51	16	20	13203	13152	51920	0	24	106589
32	PASS	0	250000	77	22	19	13275	13019	51088	0	27	99841
33	PASS	0	250000	55	21	17	13218	12952	51005	0	23	126797
34	PASS	0	250000	78	19	21	13219	12985	51161	0	22	118350
35	PASS	0	250000	69	21	18	13026	13034	51106	0	23	140662
36	PASS	0	250000	50	18	19	13067	13086	51350	0	24	128981
37	PASS	0	250000	113	24	21	13080	13207	50958	0	24	107041
38	PASS	0	250000	79	20	21	13117	13086	50948	0	22	138689
39	PASS	0	250000	46	14	19	13283	13177	50797	0	22	102123
40	PASS	0	250000	48	17	18	13276	13192	50782	0	20	127847
41	PASS	0	250000	70	21	24	13220	12993	50907	0	21	126706
42	PASS	0	250000	51	16	19	13056	13083	51923	0	22	119949
43	PASS	0	250000	62	18	18	13215	13154	51514	0	22	141494
44	PASS	0	250000	54	21	18	13214	12997	51014	0	25	109710
45	PASS	0	250000	49	17	17	13112	13009	51081	0	22	140823
46	PASS	0	250000	86	23	21	13192	13141	51314	0	21	115931
47	PASS	0	250000	58	21	19	13178	12923	51308	0	20	132318
48	PASS	0	250000	59	19	24	13043	13031	51543	0	24	146519
49	PASS	0	250000	89	23	20	13037	13152	51091	0	25	103677
50	PASS	0	250000	71	20	20	13166	13097	51354	0	29	119226
51	PASS	0	250000	98	25	24	13382	13092	51106	0	22	112408
52	PASS	0	250000	73	20	19	13079	12996	51525	0	21	132048
53	PASS	0	250000	99	16	21	13105	13034	50948	0	21	120802
54	PASS	0	250000	64	22	20	13185	13247	50863	0	24	110181
55	PASS	0	250000	75	20	20	13074	13167	51065	0	22	103024
56	PASS	0	250000	79	18	22	13179	13087	51036	0	36	119074
57	PASS	0	250000	42	16	23	13238	13072	50888	0	20	101755
58	PASS	0	250000	78	22	20	13060	13177	51200	0	20	115367
59	PASS	0	250000	102	21	17	13173	12959	51837	0	26	89347
60	PASS	0	250000	62	25	20	13009	13088	51705	0	20	145052
61	PASS	0	250000	69	22	18	13156	13079	50894	0	33	147556
62	PASS	0	250000	79	21	19	13298	13088	50576	0	22	123081
63	PASS	0	250000	76	23	18	13171	13068	51379	0	28	106802
64	PASS	0	250000	57	21	18	13219	13228	50802	0	22	151803
65	PASS	0	250000	75	21	22	13308	13000	51145	0	20	117165
66	PASS	0	250000	76	21	21	13215	13186	51559	0	22	104881
67	PASS	0	250000	56	18	18	13050	13013	51540	0	20	135785
68	PASS	0	250000	90	26	20	13167	13061	51859	0	22	114632
69	PASS	0	250000	56	18	17	13238	13059	51195	0	24	109318
70	PASS	0	250000	59	20	21	13141	13275	51774	0	23	140215
71	PASS	0	250000	90	19	21	13078	13039	51254	0	22	118649
72	PASS	0	250000	90	19	23	13245	13184	50832	0	20	109755
73	PASS	0	250000	78	23	18	13311	13110	51241	0	22	123406
74	PASS	0	250000	104	21	22	13231	13111	51233	0	27	107503
75	PASS	0	250000	102	20	22	13014	13074	51580	0	22	116572
76	PASS	0	250000	53	19	21	13190	12955	51369	0	22	128738
77	PASS	0	250000	79	22	17	13099	13061	51296	0	25	136757
78	PASS	0	250000	80	18	21	12999	12989	50992	0	20	113758
79	PASS	0	250000	67	19	15	13209	12957	51060	0	24	102252
80	PASS	0	250000	82	21	20	13289	13057	52080	0	25	138654
81	PASS	0	250000	51	17	17	13056	12963	51015	0	24	115089
82	PASS	0	250000	34	17	18	13176	13137	51357	0	21	132205
83	PASS	0	250000	75	21	18	13145	13177	50766	0	27	136253
84	PASS	0	250000	61	20	17	13224	13208	50788	0	23	119721
85	PASS	0	250000	61	19	20	13054	13326	50878	0	22	124516
86	PASS	0	250000	62	18	21	13163	13141	50895	0	24	121902
87	PASS	0	250000	71	23	23	13329	13122	51255	0	23	137312
88	PASS	0	250000	68	20	19	13116	13009	51577	0	24	130237
89	PASS	0	250000	80	24	20	13116	13085	51503	0	24	137017
90	PASS	0	250000	54	21	19	13050	13166	51470	0	24	124714
91	PASS	0	250000	60	20	20	13167	13007	51326	0	22	142190
92	PASS	0	250000	68	23	20	13107	13101	51321	0	22	123928
93	PASS	0	250000	77	20	19	13057	13224	51514	0	21	109131
94	PASS	0	250000	74	20	21	13070	13112	51410	0	23	86454
95	PASS	0	250000	63	21	17	13097	13123	50983	0	21	111178
96	PASS	0	250000	57	19	20	13187	13065	51404	0	23	121248
97	PASS	0	250000	61	19	19	13142	13193	51228	0	21	138305
98	PASS	0	250000	98	19	19	12827	13202	51027	0	21	116743
99	PASS	0	250000	47	20	18	13098	13126	51814	0	20	143464
100	PASS	0	250000	64	19	20	13208	12996	51795	0	26	145548
101	PASS	0	250000	71	23	18	13154	13166	51060	0	21	139859
102	PASS	0	250000	59	19	23	13186	13156	50850	0	20	145093
103	PASS	0	250000	49	22	17	13137	13145	51171	0	25	140436
104	PASS	0	250000	69	22	20	13212	12916	51453	0	21	134251
105	PASS	0	250000	82	20	19	13219	12897	50530	0	22	112939
106	PASS	0	250000	65	22	20	13130	12997	51237	0	21	129227
107	PASS	0	250000	113	22	24	13076	12925	51839	0	21	126801
108	PASS	0	250000	64	19	20	13151	13068	51137	0	20	146304
109	PASS	0	250000	87	20	18	12992	13139	51114	0	22	96811
110	PASS	0	250000	49	17	20	13131	13016	51336	0	23	102640
111	PASS	0	250000	90	22	22	12985	12938	51158	0	22	140403
112	PASS	0	250000	78	21	21	13147	13037	51559	0	20	114661
113	PASS	0	250000	60	21	21	13208	12893	50983	0	20	122720
114	PASS	0	250000	69	23	18	13209	13106	51455	0	21	130546
115	PASS	0	250000	35	16	20	13092	13098	51095	0	17	154722
116	PASS	0	250000	92	19	19	13214	12882	51821	0	22	102500
117	PASS	0	250000	80	22	21	13188	13114	51626	0	22	121185
118	PASS	0	250000	51	21	20	13192	13107	51344	0	21	133745
119	PASS	0	250000	113	21	22	13140	13075	51517	0	21	116869
120	PASS	0	250000	51	21	17	13237	13140	51020	0	20	117137
121	PASS	0	250000	81	24	18	13151	13084	51670	0	26	129701
122	PASS	0	250000	55	18	19	13307	13084	50887	0	24	123211
123	PASS	0	250000	117	19	21	13333	13192	51857	0	24	111401
124	PASS	0	250000	68	19	20	12993	12899	51399	0	20	134479
125	PASS	0	250000	77	21	21	13349	13091	50686	0	23	119686
126	PASS	0	250000	44	19	19	13205	12801	51520	0	22	156216
127	PASS	0	250000	71	17	24	13180	13206	50928	0	20	129229
128	PASS	0	250000	61	21	22	13079	13116	50998	0	20	149338
129	PASS	0	250000	62	19	18	13132	13149	51455	0	23	129890
130	PASS	0	250000	50	20	17	13101	13097	51337	0	28	131237
131	PASS	0	250000	64	20	18	13141	13127	51414	0	22	122505
132	PASS	0	250000	152	24	22	13062	13114	51628	0	29	104721
133	PASS	0	250000	65	18	18	13334	12963	50155	0	22	109517
134	PASS	0	250000	62	19	17	13257	13131	51176	0	22	122666
135	PASS	0	250000	77	21	23	13259	13066	51214	0	25	117626
136	PASS	0	250000	92	21	19	13132	13043	51248	0	20	120655
137	PASS	0	250000	58	19	20	13231	13145	50715	0	25	142856
138	PASS	0	250000	54	18	16	13117	13033	50488	0	23	106129
139	PASS	0	250000	104	25	18	13341	13026	50853	0	22	141682
140	PASS	0	250000	61	20	17	13200	13035	51051	0	22	137585
141	PASS	0	250000	66	19	22	13223	12966	51224	0	20	131229
142	PASS	0	250000	53	18	21	13147	13072	51522	0	23	116876
143	PASS	0	250000	88	21	22	12988	12882	51426	0	22	127190
144	PASS	0	250000	114	22	25	13121	13232	51324	0	24	132282
145	PASS	0	250000	67	21	19	13185	13179	50995	0	20	144932
146	PASS	0	250000	81	22	20	12923	12942	51264	0	31	129756
147	PASS	0	250000	72	24	20	13120	12899	51278	0	23	138803
148	PASS	0	250000	62	23	18	13118	12962	51238	0	22	136130
149	PASS	0	250000	48	18	18	13048	13109	51002	0	29	157481
150	PASS	0	250000	53	17	20	13275	13158	51016	0	20	100310
151	PASS	0	250000	69	16	22	13138	12995	51305	0	25	116792
152	PASS	0	250000	134	24	20	13163	13154	51444	0	21	125274
153	PASS	0	250000	56	20	19	13282	13184	51367	0	23	163640
154	PASS	0	250000	97	23	22	13002	13033	51636	0	27	122768
155	PASS	0	250000	54	20	20	13164	13101	51199	0	22	131615
156	PASS	0	250000	80	19	19	13155	13132	51222	0	20	132722
157	PASS	0	250000	81	19	23	13252	13092	50684	0	36	98134
158	PASS	0	250000	88	18	21	13242	13091	50813	0	26	127280
159	PASS	0	250000	101	20	17	12984	12962	51397	0	20	88429
160	PASS	0	250000	91	18	20	13352	13086	51154	0	22	113337
161	PASS	0	250000	99	23	20	13218	13066	51573	0	21	103530
162	PASS	0	250000	119	21	23	12934	13005	51156	0	26	116861
163	PASS	0	250000	84	23	20	13252	13101	51155	0	24	136259
164	PASS	0	250000	85	23	19	13227	13168	50676	0	23	124510
165	PASS	0	250000	55	20	18	13208	12970	51259	0	23	149303
166	PASS	0	250000	64	19	20	13078	13078	51101	0	20	139743
167	PASS	0	250000	57	21	20	13145	13031	51631	0	22	133579
168	PASS	0	250000	64	17	20	13153	13010	51060	0	23	93340
169	PASS	0	250000	51	21	17	13009	13061	51326	0	20	130334
170	PASS	0	250000	49	18	17	13145	13199	51466	0	19	118252
171	PASS	0	250000	72	21	20	13068	12980	51156	0	24	94190
172	PASS	0	250000	108	17	21	13116	13188	51092	0	25	120034
173	PASS	0	250000	92	21	24	13120	13066	51288	0	21	100216
174	PASS	0	250000	102	16	20	12978	12945	51247	0	28	118189
175	PASS	0	250000	69	22	20	13183	13186	51364	0	26	122999
176	PASS	0	250000	66	19	22	13205	13134	50958	0	22	145112
177	PASS	0	250000	89	23	21	13100	13208	51355	0	21	142805
178	PASS	0	250000	82	22	21	13197	13067	51332	0	25	148356
179	PASS	0	250000	80	18	21	13101	13124	51313	0	28	131524
180	PASS	0	250000	58	19	19	13289	13193	51690	0	23	130247
181	PASS	0	250000	97	21	19	13115	13101	51142	0	30	123058
182	PASS	0	250000	99	19	22	13062	13075	51426	0	22	112418
183	PASS	0	250000	69	20	20	13028	13018	51386	0	23	122203
184	PASS	0	250000	58	21	21	13157	13134	51289	0	21	124780
185	PASS	0	250000	84	20	21	13123	13068	50930	0	21	117937
186	PASS	0	250000	72	18	21	13240	12966	51648	0	20	96043
187	PASS	0	250000	72	25	22	13099	13078	51648	0	43	122026
188	PASS	0	250000	82	20	19	13218	13131	50898	0	22	119929
189	PASS	0	250000	100	24	20	13016	13002	51464	0	21	128062
190	PASS	0	250000	102	21	18	13137	13109	51755	0	25	118574
191	PASS	0	250000	110	25	23	13094	13079	51204	0	26	110981
192	PASS	0	250000	53	20	19	13236	13167	51219	0	22	128175
193	PASS	0	250000	44	18	19	13140	13003	51867	0	22	162463
194	PASS	0	250000	61	18	23	13027	12980	51243	0	22	115109
195	PASS	0	250000	96	23	21	13181	13131	50943	0	23	129798
196	PASS	0	250000	138	21	21	13221	13184	51715	0	40	103279
197	PASS	0	250000	65	19	19	13144	13108	51164	0	23	115580
198	PASS	0	250000	54	19	18	13228	12971	52195	0	21	104135
199	PASS	0	250000	73	20	19	13132	12878	51508	0	25	122239
200	PASS	0	250000	84	22	16	13178	13069	51050	0	22	122475
201	PASS	0	250000	60	18	18	13429	13230	50705	0	30	140379
202	PASS	0	250000	50	18	17	13198	13051	51004	0	24	118412
203	PASS	0	250000	55	18	18	13152	13105	51404	0	23	142181
204	PASS	0	250000	99	19	19	13106	13060	50958	0	21	134739
205	PASS	0	250000	83	23	17	13060	13040	51205	0	31	123486
206	PASS	0	250000	65	23	21	13109	12960	51480	0	22	134246
207	PASS	0	250000	74	21	20	13035	13131	51240	0	24	133580
208	PASS	0	250000	55	20	21	13183	13010	50998	0	20	116435
209	PASS	0	250000	62	20	20	13225	13213	51414	0	23	133137
210	PASS	0	250000	86	20	23	13210	13162	50873	0	21	105495
211	PASS	0	250000	56	21	21	13020	13169	51240	0	19	126720
212	PASS	0	250000	109	20	22	13147	13083	51129	0	24	92179
213	PASS	0	250000	68	24	17	13059	13121	51214	0	22	96679
214	PASS	0	250000	78	19	17	13228	13219	51381	0	23	117117
215	PASS	0	250000	92	20	16	13127	13071	51349	0	21	109588
216	PASS	0	250000	68	21	21	13132	13134	51444	0	23	129030
217	PASS	0	250000	113	23	26	13193	13087	51279	0	35	106553
218	PASS	0	250000	79	20	21	13079	13131	50839	0	19	138982
219	PASS	0	250000	98	20	19	13177	13109	50806	0	21	102233
220	PASS	0	250000	72	21	19	13152	13020	51482	0	20	135608
221	PASS	0	250000	56	19	18	13188	13110	51559	0	33	111981
222	PASS	0	250000	45	21	18	13036	13076	51638	0	23	138619
223	PASS	0	250000	75	20	18	13254	13206	50952	0	23	138443
224	PASS	0	250000	77	22	18	13405	13113	51381	0	25	108782
225	PASS	0	250000	96	22	18	13241	13053	51436	0	23	107635
226	PASS	0	250000	101	22	21	13258	13184	51261	0	20	135506
227	PASS	0	250000	95	20	18	13220	13148	50957	0	20	105643
228	PASS	0	250000	63	18	22	13124	13120	51848	0	21	150964
229	PASS	0	250000	54	18	19	13302	13050	51416	0	21	138738
230	PASS	0	250000	65	18	23	13163	13003	51356	0	25	134872
231	PASS	0	250000	89	22	17	13362	13381	51168	0	25	126730
232	PASS	0	250000	53	23	22	13172	13206	50903	0	24	122963
233	PASS	0	250000	108	19	26	13140	13165	51080	0	23	109472
234	PASS	0	250000	55	20	19	13179	13254	50535	0	23	118147
235	PASS	0	250000	91	19	24	12959	13269	51305	0	24	129114
236	PASS	0	250000	66	17	21	13195	12932	51130	0	25	88686
237	PASS	0	250000	56	18	17	13087	13080	51825	0	22	132290
238	PASS	0	250000	76	20	21	12987	12989	51798	0	20	119769
239	PASS	0	250000	90	23	22	13158	13065	50953	0	22	133942
240	PASS	0	250000	98	19	21	13067	12916	51450	0	21	123536
241	PASS	0	250000	67	20	19	13161	13300	51160	0	21	135250
242	PASS	0	250000	61	19	19	13135	13119	51583	0	23	124757
243	PASS	0	250000	49	19	23	13062	12978	51181	0	26	139692
244	PASS	0	250000	89	20	16	13213	13286	50732	0	20	99998
245	PASS	0	250000	49	17	20	13324	12989	51496	0	20	138806
246	PASS	0	250000	64	21	21	13154	12986	50804	0	24	134690
247	PASS	0	250000	64	20	18	13181	12987	50931	0	22	119389
248	PASS	0	250000	85	21	23	13184	13040	51598	0	22	119873
